Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector,NumFounders,total_investors
2021-02-23,Fleek,2021,Bangalore,"['Aditya Uttaravalli', ' Arvind Eashwar']",Axilor,1000000.0,Seed,2021,Technology,2,1
2021-02-23,Devnagri,2017,Noida,"['Nakul Kundra', ' Himanshu Sharma']","enture Catalyst, IPV",600000.0,Seed,2021,Other,2,2
2021-02-23,SuperGaming,2017,Pune,"['Roby John', ' Sanket Nadhani', ' Navneet Waraich']","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A,2021,Gaming,3,5
2021-02-23,Juicy chemistry,2014,Coimbatore,"['Megha', ' Pritesh Asher']",Spring Marketing Capital,169032154.0,Seed,2021,Automotive,2,1
2021-02-24,TyrePlex,2020,Delhi,"['Puneet Bhaskar', ' Rupendra Pratap Singh']",AdvantEdge Founders,169032154.0,Seed,2021,E-Commerce,2,1
2021-02-24,LivQuik Technology,2012,Mumbai,['Mohit Lalvani'],M2P Fintech,4000000.0,Seed,2021,Finance,1,1
2021-02-24,Kutumb,2020,Bangalore,"['Mohit Sharma', ' Naveen Dewangan', ' Vipul Allawadhi']","Tiger Global Management, DST Global",26000000.0,Series A,2021,Other,3,2
2021-02-24,Advantage Club,2014,Mumbai,"['Sourabh Deorah', ' Smiti Bhatt Deorah']","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Seed,2021,Technology,2,3
2021-02-24,MYRE Capital,2020,Mumbai,['Own rent yielding commercial properties'],Aryaman Vir,6000000.0,,2021,Real Estate,1,1
2021-02-24,WizKlub,2018,Bangalore,['Amit Bansal'],Incubate Fund India,800000.0,Pre-series A,2021,Education,1,1
2021-02-24,Qin1,2019,Noida,['Ishan Gupta'],Venture Catalysts,169032154.0,Pre-series A,2021,Education,1,1
2021-02-25,Zupee,2018,Gurugram,"['Dilsher Singh', ' Siddhant Saurabh']","WestCap Group, Tomales Bay Capital",30000000.0,Seed,2021,Gaming,2,2
2021-02-25,Shiprocket,2012,Delhi,"['Saahil Goel', ' Akshay Ghulati']","March Capital, Tribe Capital",41000000.0,Series D1,2021,Logistics,2,2
2021-02-25,NeoDocs,2020,Mumbai,"['Nikunj Malpani', ' Anurag Meena', ' Pratik Lodha']","Y Combinator, 9Unicorns, Titan Capital",169032154.0,Seed,2021,Healthcare,3,3
2021-02-25,GetWork,2019,Gurugram,['Rahul Veerwal'],Artha Venture Fund,200000.0,Seed,2021,Other,1,1
2021-02-25,Cora Health,2020,Bangalore,"['Snigdha Kumar', ' Shrijit Venkatesh']",Indian Angel Network,600000.0,Seed,2021,Wellness/Beauty,2,1
2021-02-26,Vendor Infra,2019,Gurugram,['Rahul Jain'],"SK Tripathi, Sanjeev Gupta",265000.0,Seed,2021,Real Estate,1,2
2021-02-26,Karbon Card,2019,Bangalore,"['Pei-fu Hsieh', ' Amit Jangir', ' Kartik Jain', ' Sunil Sinha']",Y Combinator,169032154.0,Seed,2021,FinTech,4,1
2021-02-26,Smartstaff,2020,Bangalore,"['Arpit Dave', ' Viral Chhajer', ' Gnanesh Chilukuri', ' Aravind Reddy']","Blume Ventures, Nexus Venture Partners",4300000.0,Seed,2021,Other,4,2
2021-02-26,Kredent,2008,Kolkata,"['Vineet Patawari', ' Vivek Bajaj', ' Vinay Pagaria']",Kotak Securities,1000000.0,Seed,2021,Education,3,1
2021-02-26,AnKa SumMor,2017,Bangalore,"['Rajiv Joshi', ' Ashok George']",Inflection Point Ventures,1000000.0,Pre-series A,2021,Other,2,1
2021-02-27,PingoLearn,2021,Pune,"['Mohit Menghani', ' Shubham Maheshwari']","Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0,Seed,2021,Other,2,3
2021-02-27,Planys,2015,Chennai,"['Tanuj Jhunjhunwala', ' Vineet Upadhyay', ' Rakesh Sirikonda']","Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-series A,2021,Other,3,3
2021-02-27,Eupheus Learning,2017,Delhi,"['Sarvesh Shrivastava', ' Ved Prakash Khatri', ' Amit Kapoor']",Lightrock India,10000000.0,Series C,2021,Other,3,1
2021-02-27,CredAble,2017,Mumbai,['Nirav Choksi'],"Plutus Wealth, Oaks Asset Management",30000000.0,Series B,2021,Finance,1,2
2021-02-28,Bueno Finance,2019,Gurugram,"['Saurav Gandhi', ' Sandeep Arora']","Goat Capital, JAM Fund",3000000.0,Seed,2021,FinTech,2,2
2021-02-28,SkilloVilla,2020,Bangalore,"['Ronak Agrawal', ' Rajat Agrawal', ' Deepak Kharol']",Titan Capital,300000.0,Seed,2021,Education,3,1
2021-03-01,BharatPe,2018,Delhi,"['Ashneer Grover', ' Shashvat Nakrani']",MAS Financial Services,10000000.0,Seed,2021,Finance,2,1
2021-03-01,Clensta,2016,Delhi,['Puneet Gupta'],"IAN Fund, World Startup Factory",600000.0,Seed,2021,Technology,1,2
2021-03-02,UrbanMatrix Technologies,2019,Chennai,"['Rishabh Verma', ' Ashutosh Kumar', ' Divyanshu Pundir']",SARA ELGI,100000.0,Seed,2021,Technology,3,1
2021-03-02,KIKO TV,2020,Mumbai,['Shivam Varshney'],"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",169032154.0,Pre-series A,2021,E-Commerce,1,2
2021-03-02,Prodo,2021,Delhi,"['Sameen Husain', ' Abhiroop Srivastava']","Titan Capital, LetsVenture",300000.0,Pre-seed,2021,Other,2,2
2021-03-02,Phool.co,2017,Kanpur,['Ankit Agarwal'],"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",169032154.0,Seed,2021,Energy,1,4
2021-03-03,Vanity Wagon,2018,Delhi,"['Prateek', ' Naina Ruhail', ' Sahil Shreshtha']",Inflection Point Ventures,700000.0,Pre-series A,2021,Consumer Services,3,1
2021-03-03,LoanKuber,2016,Delhi,['Saurabh Nagpal'],Inflection Point Ventures,1200000.0,Pre-series A,2021,Other,1,1
2021-03-03,LegalPay,2019,Delhi,['Kundan Shahi'],9Unicorns,169032154.0,Seed,2021,FinTech,1,1
2021-03-04,BASIC Home Loan,2020,Gurugram,"['Atul Monga', ' Kalyan Josyula']","Venture Catalysts, Gruhas Proptech",3500000.0,Series A,2021,Finance,2,2
2021-03-04,Mentza,2020,Mumbai,"['Anurag Vaish', ' Tapasi Mittal', ' Fareesh Vijayarangam', ' Anand Parameswaran', ' Divya Balakrishnan']",Inflection Point Ventures,400000.0,Seed,2021,Other,5,1
2021-03-04,Beco,2018,Mumbai,"['Aditya Ruia', ' Akshay Varma', ' Anuj Ruia']",Climate Angels Fund,500000.0,Seed,2021,Consumer Services,3,1
2021-03-04,Candes,2015,Delhi,"['Sandeep Aggarwal', ' Vipin Aggarwal']","Nitin Passi, Ruchirans Jaipuria",3000000.0,Seed,2021,E-Commerce,2,2
2021-03-04,Spry,2021,Mumbai,"['Gaurav Dagaonkar', ' Meghna Mittal']","9Unicorns, Ashneer Grover",1500000.0,Seed,2021,Media/Entertainment,2,2
2021-03-04,SportZchain,2021,Mumbai,['Siddharth Jaiswal'],"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed,2021,Other,1,2
2021-03-05,LetsDressUp,2019,Gurugram,['Aditya B'],"Titan Capital, Sequoia Capital",300000.0,Pre-series A,2021,Lifestyle,1,2
2021-03-05,Mobileware Technologies,2008,Mumbai,"['Amitabh Kanekar', ' Satyajit Kanekar']",Kvanto Payment Services,4700000.0,Seed,2021,Technology,2,1
2021-03-05,Rage Coffee,2018,Delhi,['Bharat Sethi'],"GetVantage, Prakash Katama",169032154.0,Pre-series A,2021,Consumables,1,2
2021-03-05,Factors.AI,2020,Bangalore,"['Aravind Murthy', ' Praveen Das', ' Srikrishna Swaminathan']","Elevation Partners, Emergent Ventures",2000000.0,Seed,2021,Technology,3,2
2021-03-06,GENLEAP,2021,Haryana,"['Sachin Sandhir', ' Nimish Gupta', ' Nitin Thakur', ' Shweta Kataria']","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed,2021,Wellness/Beauty,4,3
2021-03-06,Bikry app,2019,Noida,['Abhishek Bhayana'],YCombinator,1300000.0,Seed,2021,Consumer Services,1,1
2021-03-06,Lead School,2012,Mumbai,"['Smita Deorah', ' Sumeet Mehta']","GSV Ventures, Westbridge Capital",30000000.0,Series D,2021,Education,2,2
2021-03-07,Oyo,2012,Gurugram,['Ritesh Agarwal'],Hindustan Media Venture,7000000.0,Series F1,2021,Hospitality,1,1
2021-03-08,WickedGud,2021,Mumbai,['Bhuman Dani'],"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000.0,Pre-seed,2021,Consumables,1,3
2021-03-09,Soothe Healthcare,2012,Delhi,['Sahil Dharia'],A91 Partners,10000000.0,Series C,2021,Consumer Services,1,1
2021-03-09,SeeVC,2020,Delhi,"['Shivam Sood', ' Lark Aakarshan']",Jimmy Singh,1000000.0,Seed,2021,Technology,2,1
2021-03-09,Go Swift,2019,Bangalore,"['Shyam Kalita', ' Debanshu Sinha', ' Prayas Mittal']",Kalaari Capital,2000000.0,Pre-series A,2021,Consumer Services,3,1
2021-03-09,Zorro,2021,Gurugram,"['Jasveer Singh', ' Abhishek Asthana', ' Deepak Kumar']","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0,Seed,2021,Technology,3,3
2021-03-09,Miko,2015,Mumbai,"['Sneh R Vaswani', ' Prashant V Iyengar', ' Chintan S Raikar']","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,Seed,2021,Consumer Services,3,3
2021-03-10,Tamasha,2020,Mumbai,"['Saurabh Gupta', ' Siddharth Swarnkar']",Chiratae Ventures,3000000.0,Pre-series A,2021,Media/Entertainment,2,1
2021-03-10,BYJU’S,2011,Bangalore,"['Byju Raveendran', ' Divya Gokulnath']","Blackstone Group, ADQ",50000000.0,Seed,2021,Education,2,2
2021-03-10,kWh Bikes,2020,Bangalore,"['Siddharth Janghu', ' Kartik Gupta', ' Anupriya']","Let’s Venture, Better Capital",2000000.0,Seed,2021,Automotive,3,2
2021-03-10,BrowserStack,2011,Mumbai,"['Nakul Aggarwal', ' Ritesh Arora']",Accel,200000000.0,Series B,2021,Technology,2,1
2021-03-11,Karnival,2015,Bangalore,['Neeraj Tyagi'],Inflection Point Ventures,2500000.0,Seed,2021,Technology,1,1
2021-03-12,Pine Labs,1998,Noida,['Amrish Rau'],Invesco Developing Markets Fund,100000000.0,Seed,2021,Technology,1,1
2021-03-12,Infra.Market,2016,Thane,"['Souvik Sengupta', ' Aaditya Sharda']",InnoVen Capital,6000000.0,Debt,2021,E-Commerce,2,1
2021-03-12,Swiggy,2014,Bangalore,"['Nandan Reddy', ' Rahul Jaimini', ' Sriharsha Majety']","Carmignac, Falcon Edge Capital",800000000.0,Seed,2021,Consumables,3,2
2021-03-12,MarketWolf,2017,Mumbai,"['Vishesh Dhingra', ' Thomas Joseph']","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",5500000.0,Seed,2021,Finance,2,3
2021-03-13,Kaar Technologies,2005,Chennai,['Maran Nagarajan'],BlackSoil,4000000.0,Seed,2021,Technology,1,1
2021-03-13,Zepto,2021,Bangalore,"['Aadit Palicha', ' Kaivalya Vohra']",Y-Combinator,100000000.0,Seed,2021,E-Commerce,2,1
2021-03-14,Loco,2018,Bangalore,"['Anirudh Pandita', ' Ashwin Suresh']","Krafton, Lumikai",9000000.0,Seed,2021,Gaming,2,2
2021-03-14,Storia,2016,Mumbai,['Vishal Shah'],Sixth Sense Ventures,6000000.0,Series A,2021,Consumables,1,1
2021-03-14,Nobel Hygiene,1999,Mumbai,['Johari Kamal'],Quadria Capital,60000000.0,Seed,2021,Automotive,1,1
2021-03-14,Vital,2018,Delhi,['Rahul Kumar'],BLinC Invest,3000000.0,Pre-series A,2021,Other,1,1
2021-03-14,Ultrahuman,2020,Bangalore,"['Mohit Kumar', ' Vatsal Singhal']",Tiger Global’s Scott Schleifer,17500000.0,Seed,2021,Automotive,2,1
2021-03-16,PrepBytes,2019,Gurugram,"['Aditya Bhushan Verma', ' Mamta Kumari']",Equanimity Ventures,169032154.0,Seed,2021,Education,2,1
2021-03-16,Toch.ai,2016,Mumbai,"['Vinayak Shrivastav', ' Saket Dandotia', ' Alok Patil']",Inflection Point Ventures,11000000.0,Series A,2021,Technology,3,1
2021-03-16,MyGlamm,2015,Mumbai,"['Darpan Sanghvi', ' Priyanka Gill']",Accel Partners,40000000.0,Seed,2021,Wellness/Beauty,2,1
2021-03-17,Peak,2014,Manchester,['Atul Sharma'],SoftBank Vision Fund 2,75000000.0,Series C,2021,Other,1,1
2021-03-18,Pixuate,2012,Bangalore,"['Akshata Kari', ' Prathvi Palekar']",SucSEED Indovation Fund,1000000.0,Seed,2021,Technology,2,1
2021-03-18,Unremot,2020,Bangalore,['Shiju Radhakrishnan'],Inflection Point Ventures,700000.0,Seed,2021,Technology,1,1
2021-03-19,Smallcase,2015,Bangalore,"['Anugrah Shrivastava', ' Vasanth Kamath', ' Rohan Gupta']",Faering Capital,40000000.0,Series C,2021,FinTech,3,1
2021-03-21,Even,2020,Bangalore,"['Mayank Banerjee', ' Matilde Giglio', ' Alessandro Davide Ialongo']",Khosla Ventures,5000000.0,Seed,2021,Automotive,3,1
2021-03-21,Kirana247,2018,Delhi,"['Tarun Jiwarajka', ' Pankhuri Jiwarajka']",Inflection Point Ventures,1000000.0,Pre-series A,2021,Logistics,2,1
2021-03-21,Manch Technologies,2017,Bangalore,['Suresh Anantpurkar'],Bharat Inclusion,1000000.0,Pre-series A,2021,Technology,1,1
2021-03-21,Pickrr,2015,Gurugram,"['Rhitiman Majumdar', ' Gaurav Mangla', ' Ankit Kaushik']","IIFL, Amicus Capital, Ananta Capital",12000000.0,Series B,2021,Logistics,3,3
2021-03-22,Method & Madness,2020,Mumbai,['Aditya Jhaveri'],Justin Mateen,2000000.0,Seed,2021,Real Estate,1,1
2021-03-22,DealShare,2018,Bangalore,"['Rajat Shikhar', ' Vineet Rao', ' Sourjyendu Medda']",Tiger Global,144000000.0,Seed,2021,Consumer Services,3,1
2021-03-23,Oye Rickshaw,2017,Gurugram,"['Akash Deep', ' Mohit Sharma']","Alteria Capital, Chiratae Ventures",3000000.0,Seed,2021,Logistics,2,2
2021-03-23,EyeMyEye,2021,Gurugram,['Ganesh Iyer'],Inflection Point Ventures,2000000.0,Pre-series A,2021,Lifestyle,1,1
2021-03-23,upGrad,2015,Mumbai,"['Phalgun Kompalli', ' Ronnie Screwvala', ' Mayank Kumar']",India Infoline Finance,25000000.0,Seed,2021,Education,3,1
2021-03-23,Battery Smart,2019,Delhi,"['Pulkit Khurana', ' Siddharth Sikka']",Orios Venture Partners,169032154.0,Seed,2021,Energy,2,1
2021-03-24,Vedic Cosmeceuticals,2002,Noida,['Mohit Goel'],Sixth Sense Ventures,32000000.0,Series A,2021,Wellness/Beauty,1,1
2021-03-25,Purplle,2011,Mumbai,"['Manish Taneja', ' Rahul Dash']","Spring Marketing Capital, Verlinvest",45000000.0,Seed,2021,Wellness/Beauty,2,2
2021-03-25,Blive,2004,Panaji,"['Samarth Kholkar', ' Sandeep Mukherjee']","Mumbai Angels, DNA Entertainment Networks",1000000.0,Pre-series A,2021,Logistics,2,2
2021-03-25,ShopSe,2020,Mumbai,"['Pallav Jain', ' Abhishek Nimonkar', ' Yagnesh Desai']","Chiratae Ventures, BEENEXT",5500000.0,Seed,2021,FinTech,3,2
2021-03-26,Svasti Microfinance,2008,Mumbai,"['Arunkumar Padmanabhan', ' Narayanan Subramaniam']","Kayenne Ventures, Nordic Microfinance Initiative",4000000.0,Seed,2021,FinTech,2,2
2021-03-26,Pixxel,2019,Bangalore,"['Awais Ahmed', ' Kshitij Khandelwal']","Techstars, Ryan Johnson",7300000.0,Seed,2021,Technology,2,2
2021-03-26,Truemeds,2019,Mumbai,"['Akshat Nayyar', ' Kunal Wani']",InfoEdge,5000000.0,Series A,2021,Automotive,2,1
2021-03-26,FanAnywhere,2021,Bangalore,"['Varun Chaudhary', ' Amit Kumar']","Oasis Capital, Scorpio VC, DeltaHub Capital",169032154.0,Seed,2021,Finance,2,3
2021-03-27,Asirvad Microfinance,2007,Chennai,['Raja Vaidyanathan'],"WorldBusiness Capital, Northern Arc",15000000.0,Seed,2021,FinTech,1,2
2021-03-27,Strip Finance,2021,Hyderabad,"['Varun Satyam', ' Yuvraj Chhibber', ' Yash Jejani']","Old Fashion Research, Nothing Research, Tenzor capital",400000.0,Seed,2021,Finance,3,3
2021-03-28,Rage Coffee,2018,Delhi,['Bharat Sethi'],Sixth Sense Ventures,5000000.0,Seed,2021,Consumables,1,1
2021-03-28,LifeCell,2004,Chennai,['S. Abhaya Kumar'],Orbimed Asia Partners,30000000.0,Seed,2021,Healthcare,1,1
2021-03-28,Clinikk,2016,Bangalore,"['Dr.Suraj Baliga', ' Bhavjot Kaur']",MassMutual Ventures,4000000.0,Pre-series A,2021,Automotive,2,1
2021-03-28,Glamyo Health,2019,Delhi,"['Archit Garg', ' Dr Preet Pal Thakur']",Ananta Capital,3000000.0,Series A,2021,Automotive,2,1
2021-03-29,Avail Finance,2017,Bangalore,"['Ankush Aggarwal', ' Tushar Mehndiratta']","Alteria Capital, Matrix Partners India",3000000.0,Debt,2021,FinTech,2,2
2021-03-29,True Elements,2011,Pune,"['Puru Gupta', ' Sreejith Moolayil']",RP-Sanjiv Goenka Group,1000000.0,Seed,2021,Consumables,2,1
2021-03-29,Murf.ai,2020,Bangalore,"['Sneha Roy', ' Ankur Edkie', ' Divyanshu Pandey']",Elevation Capital,1500000.0,Seed,2021,Technology,3,1
2021-03-30,RENEE Cosmetics,2019,Ahmedabad,"['Priyank Shah', ' Ashutosh Valani', ' Aashka Goradia Goble']","Equanimity Ventures, 9Unicorns",1500000.0,Pre-series A,2021,Wellness/Beauty,3,2
2021-03-31,Slang Labs,2017,Bangalore,['Kumar Rangarajan'],100x Entrepreneurs,169032154.0,Seed,2021,Other,1,1
2021-03-31,Phi Commerce,2015,Pune,"['Anil Sharma', ' Jose Thattil', ' Rajesh Londhe', ' Tushar Shankar']","Yatra Angel Network, BEENEXT",4000000.0,Series A,2021,FinTech,4,2
2021-03-31,Homversity,2017,Ahmedabad,['Saurav Kumar Sinha'],Inflection Point Ventures,155000.0,Seed,2021,Marketing,1,1
2021-03-31,Eunimart,2016,Hyderabad,"['Saikat Roy', ' Shayak Mazumder']","SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A,2021,E-Commerce,2,2
2021-04-01,Leap Finance,2019,Bangalore,['Vaibhav Singh'],Jungle Ventures,17000000.0,Series B,2021,FinTech,1,1
2021-04-01,Deciwood,2018,Delhi,['Ananya Meena'],"Shuru Up, Ankit Kedia, Arun Gupta",200000.0,Seed,2021,Consumer Services,1,3
2021-04-01,Wysa,2015,Bangalore,"['Jo Aggarwal', ' Ramakant Vempati']","W Health Ventures, Pi Ventures",5000000.0,Series A,2021,Technology,2,2
2021-04-01,Syook,2016,Bangalore,"['Saurabh Sharma', ' Aman Agarwal', ' Arjun Nagarajan']","Inflection Point Ventures, ONGC",1000000.0,Series A,2021,Automotive,3,2
2021-04-02,Clairco,2018,Bangalore,['Aayush Jha'],"Real Estate Accelerator Program (REAP), AngelList",500000.0,Seed,2021,Technology,1,2
2021-04-02,NirogGyan,2019,Gurugram,"['Joyneel Acharya', ' Shweta Gandhi']","Healthcare veterans, PIEDS",169032154.0,Seed,2021,Automotive,2,2
2021-04-02,Intervue,2021,Delhi,"['Rahul Arora', ' Pushpender Singh Rautela']","Titan Capital, Kunal Shah",169032154.0,Seed,2021,Technology,2,2
2021-04-02,Kolo,2020,Bangalore,"['Pranav Garg', ' Jery Althaf']",Better Capital,550000.0,Pre-seed,2021,Real Estate,2,1
2021-04-03,Jidoka Technologies,2018,Chennai,['Sekar Udayamurthy'],Inflection Point Ventures,340000.0,Seed,2021,Technology,1,1
2021-04-03,Geniemode,2021,Gurugram,"['Amit Sharma', ' Tanuj Gangwani']",Info Edge Ventures,2000000.0,Seed,2021,E-Commerce,2,1
2021-04-03,Fieldproxy,2016,Chennai,"['Swaroop Vijayakumar', ' Balakrishna B']","LetsVenture, 2am VC, magic.fund",200000.0,Seed,2021,Technology,2,3
2021-04-03,Lendingkart,1999,Gujarat,"['Harshvardhan Lunia', ' Mukul Sachan']","Bertelsmann India Investments, Fullerton Financial Holdings",15000000.0,Debt,2021,FinTech,2,2
2021-04-03,Kudos,2014,Pune,['Naresh Vigh'],Marquee fintech founders,169032154.0,Pre-series A,2021,FinTech,1,1
2021-04-03,Questt,2020,Gurugram,"['Akhil', ' Mohsin M', ' Rohit Pande']",Celesta Capital,6750000.0,Series A,2021,Education,3,1
2021-04-03,Vidyakul,2018,Gurugram,"['Raman Garg', ' Tarun Saini']","JITO Angel Network, SOSV",500000.0,Seed,2021,Education,2,2
2021-04-03,CropIn,2010,Bangalore,['Krishna Kumar'],"Invested Development, Pratithi Investment Trust",20000000.0,Series C,2021,Technology,1,2
2021-04-04,Lido Learning,2019,Mumbai,['Sahil Sheth'],Unilazer Ventures,10000000.0,Seed,2021,Other,1,1
2021-04-04,CARS24,2015,Gurugram,"['Mehul Agrawal', ' Vikram Chopra']","DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000.0,Series F,2021,Automotive,2,3
2021-04-04,NirogStreet,2018,Delhi,['Ram N Kumar'],"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A,2021,Automotive,1,3
2021-04-05,SarvaGram,2019,Mumbai,"['Utpal Isser', ' Sameer Mishra']",Elevation Capital,10000000.0,Series B,2021,FinTech,2,1
2021-04-05,DealShare,2018,Jaipur,"['Sankar Bora', ' Sourjyendu Medda', ' Vineet Rao']","Tiger Global Management, InnoVen Capital",9000000.0,Seed,2021,E-Commerce,3,2
2021-04-05,NFTically,2021,Gurugram,['Toshendra Sharma'],"Nitish Mittersain, Gaurav Munjal",1000000.0,Seed,2021,FinTech,1,2
2021-04-06,VerSe Innovation,2007,Bangalore,['Virendra Gupta'],"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,Series H,2021,Technology,1,2
2021-04-06,Rulezero,2019,Bangalore,"['Satish Mugulavalli', ' Srinivas Katta']",The Treasury,2500000.0,Seed,2021,Finance,2,1
2021-04-06,Rupifi,2020,Bangalore,"['Jawaid Iqbal', ' Dhruv Bhushan']",Alteria Capital,1000000.0,Debt,2021,Finance,2,1
2021-04-07,WESS,1989,Mumbai,['Hitesh Doshi'],Centrum Financial Services,2000000.0,Seed,2021,Energy,1,1
2021-04-08,Origo,2010,Gurugram,"['Sunoor Kaul', ' Mayank Dhanuka']",YES Bank,10000000.0,Debt,2021,Technology,2,1
2021-04-08,PumPumPum,2018,Gurugram,"['Tarun Lawadia', ' Sameer Kalra']","Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A,2021,Logistics,2,2
2021-04-08,LeadSquared,2011,Bangalore,['Nilesh Patel'],International Finance Corporation,169032154.0,Seed,2021,Technology,1,1
2021-04-08,Chai Waale,2018,Chennai,['Vidur Maheswari'],"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Seed,2021,Consumables,1,3
2021-04-08,Dukaan,2020,Bangalore,"['Suumit Shah', ' Subhash Choudhary']","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",11000000.0,Series A,2021,Consumer Services,2,4
2021-04-09,BeyondSkool,2020,Mumbai,['Payal Gaba'],Tomorrow Capital,2000000.0,Seed,2021,Education,1,1
2021-04-10,BimaPe,2020,Mumbai,['Rahul Mathur'],"iSeed, Titan Capital",500000.0,Pre-seed,2021,FinTech,1,2
2021-04-10,Dybo,2019,Bangalore,['Dhawal Jain'],Spanache,100000.0,Seed,2021,Technology,1,1
2021-04-10,Trinkerr,2021,Bangalore,"['Manvendra Singh', ' Gaurav Agarwal']",Accel India,6600000.0,Series A,2021,Marketing,2,1
2021-04-10,BricSpaces,2018,Bangalore,['Madhusudhan'],Angel investors,350000.0,Pre-seed,2021,Other,1,1
2021-04-11,CometChat,2009,Mumbai,"['Anuj', ' Anant Garg']",Signal Peak Ventures,10000000.0,Series A,2021,Technology,2,1
2021-04-11,O’ Be Cocktails,2019,Bangalore,['Nitesh Prakash'],"First Cheque, Letsventure",400000.0,Seed,2021,Other,1,2
2021-04-11,Siply,2020,Bangalore,"['Sousthav Chakrabarty', ' Anil Bhat']","LetsVenture, AngelList India, Founder's Room Circle",3200000.0,Pre-series A,2021,Finance,2,3
2021-04-12,Tinkerly,2015,Jaipur,"['O.P. Godara', ' Vivek Pathak', ' Kapil Arya', ' Sharad Bansal']",Navneet Education,800000.0,Seed,2021,Education,4,1
2021-04-12,Neokred,2019,Bangalore,"['Tarun Nazare', ' Rohith Reji']","Virenxia Group, Rajesh Jain, Nitin Agarwal",500000.0,Seed,2021,FinTech,2,3
2021-04-12,Uable,2020,Bangalore,['Saurabh Saxena'],"Chiratae Ventures, JAFCO Asia",169032154.0,Seed,2021,Education,1,2
2021-04-12,Sirona Hygiene,2015,Delhi,['Deep Bajaj'],The Good Glamm Group,10000000.0,Seed,2021,Wellness/Beauty,1,1
2021-04-12,FloBiz,2019,Bangalore,['Rahul Raj'],Elevation Capital,10000000.0,Series A,2021,Technology,1,1
2021-04-12,Rentomojo,2014,Bangalore,['Geetansh Bamania'],"Accel, Bain Capital",10000000.0,Seed,2021,Logistics,1,2
2021-04-12,Chingari,2018,Bangalore,['Sumit Ghosh'],Solana,19000000.0,Seed,2021,Media/Entertainment,1,1
2021-04-13,Xpand,2021,Delhi,['Sanjay Kaul'],"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-series A,2021,Consumer Services,1,4
2021-04-13,VenWiz,2020,Bangalore,"['Rajesh Reddy', ' Sandesh Paturi']","Accel, Nexus Venture",300000.0,Seed,2021,E-Commerce,2,2
2021-04-14,Zoko,2016,Bangalore,"['Arjun Paul', ' Aromal Sivadasan']",Y Combinator,140000000.0,Seed,2021,Technology,2,1
2021-04-14,G.O.A.T,2021,Bangalore,"['Rishi Vasudev', ' Rameswar Misra']","Tiger Global, Flipkart Ventures",36000000.0,Series A,2021,Wellness/Beauty,2,2
